Mark_info;Model_info;Year;Region;Vin_resolution;Mileage;Owners_number;Body_type;PTS;Color_hex;Salon;Count_doors;Auto_class;Trunk_volume_min;Price_rub
LADA (ВАЗ);2106;2004;Кстово;True;98080;3;SEDAN;True;0000CC;False;4;B;345;60000
LADA (ВАЗ);Largus;2014;Нижний Новгород;True;135000;1;WAGON_5_DOORS;True;CACECB;False;5;C;135;290000
LADA (ВАЗ);Kalina;2013;Первомайск;True;46129;1;HATCHBACK_5_DOORS;True;0000CC;False;5;B;240;290000
LADA (ВАЗ);2120 Надежда;2005;Кстово;True;78216;1;COMPACTVAN;True;CACECB;False;4;M;300;88000
LADA (ВАЗ);Priora;2014;Нижний Новгород;True;118000;3;HATCHBACK_5_DOORS;True;CACECB;False;5;B;360;330000
LADA (ВАЗ);2107;2007;Нижний Новгород;True;145000;1;SEDAN;True;007F00;False;4;B;379;35000
LADA (ВАЗ);Vesta;2020;Нижний Новгород;NaN;0;NaN;WAGON_5_DOORS;True;CACECB;True;5;B;480;842900
LADA (ВАЗ);2111;2005;Бор;True;250000;3;WAGON_5_DOORS;True;CACECB;False;5;B;426;43000
LADA (ВАЗ);2114;2007;Нижний Новгород;True;182000;3;HATCHBACK_5_DOORS;False;97948F;False;5;B;330;72000
LADA (ВАЗ);2115;2010;Чкаловск;True;262172;2;SEDAN;True;040001;False;4;B;445;85000
LADA (ВАЗ);Vesta;2020;Нижний Новгород;NaN;0;NaN;SEDAN;True;040001;True;4;B;480;760900
LADA (ВАЗ);2104;2006;Саров;True;83000;3;WAGON_5_DOORS;True;0000CC;False;5;B;345;85000
LADA (ВАЗ);Granta;2017;Нижний Новгород;True;25000;2;LIFTBACK;True;200204;False;5;B;440;348000
LADA (ВАЗ);2112;2005;Арзамас;True;91000;2;HATCHBACK_5_DOORS;True;97948F;False;5;B;399;135000
LADA (ВАЗ);Vesta;2020;Нижний Новгород;NaN;0;NaN;SEDAN;True;FAFBFB;True;4;B;480;681900
LADA (ВАЗ);XRAY;2020;Нижний Новгород;NaN;0;NaN;HATCHBACK_5_DOORS;True;FAFBFB;True;5;B;361;864900
LADA (ВАЗ);Granta;2014;Нижний Новгород;True;127000;2;SEDAN;True;200204;False;4;B;480;250000
LADA (ВАЗ);2121 (4x4);2010;Навашино;True;77115;2;ALLROAD_3_DOORS;True;FAFBFB;False;3;J;265;245000
LADA (ВАЗ);2121 (4x4);2002;Ворсма;True;93660;3;ALLROAD_3_DOORS;True;0000CC;False;3;J;265;85000
LADA (ВАЗ);Vesta;2020;Нижний Новгород;NaN;0;NaN;WAGON_5_DOORS;True;97948F;True;5;B;480;863900
LADA (ВАЗ);Granta;2013;Сергач;True;103000;2;SEDAN;True;040001;False;4;B;480;250000
LADA (ВАЗ);Priora;2008;Нижний Новгород;True;192222;3;SEDAN;True;040001;False;4;B;430;170000
LADA (ВАЗ);2115;2006;Нижний Новгород;True;39050;3;SEDAN;True;007F00;False;4;B;445;160000
LADA (ВАЗ);Kalina;2007;Лысково;True;107200;3;SEDAN;False;4A2197;False;4;B;400;80000
LADA (ВАЗ);Granta;2020;Нижний Новгород;NaN;0;NaN;LIFTBACK;True;FAFBFB;True;5;B;435;518500
LADA (ВАЗ);Priora;2008;Кстово;True;200000;3;SEDAN;True;CACECB;False;4;B;430;117000
LADA (ВАЗ);2107;2008;Кулебаки;True;64000;2;SEDAN;True;0000CC;False;4;B;379;65000
LADA (ВАЗ);2121 (4x4);2001;Арзамас;True;100000;3;ALLROAD_3_DOORS;True;660099;False;3;J;265;120000
LADA (ВАЗ);Kalina;2009;Ветлуга;True;70000;3;HATCHBACK_5_DOORS;True;97948F;False;5;B;235;130000
LADA (ВАЗ);Largus;2019;Нижний Новгород;NaN;0;NaN;VAN;True;FAFBFB;True;5;C;2540;626900
LADA (ВАЗ);2121 (4x4);1998;Мулино;True;113250;3;ALLROAD_3_DOORS;False;FAFBFB;False;3;J;265;125000
LADA (ВАЗ);2121 (4x4);2019;Нижний Новгород;NaN;0;NaN;ALLROAD_3_DOORS;True;040001;True;3;J;265;566900
LADA (ВАЗ);Kalina;2007;Бор;True;96000;3;SEDAN;True;CACECB;False;4;B;400;125000
LADA (ВАЗ);2107;2007;Чкаловск;True;107000;2;SEDAN;True;FAFBFB;False;4;B;379;50000
LADA (ВАЗ);2114;2005;Тонкино;True;250000;3;HATCHBACK_5_DOORS;False;040001;False;5;B;330;40000
LADA (ВАЗ);2110;2006;Нижний Новгород;True;115000;3;SEDAN;True;0000CC;False;4;B;450;65000
